,index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
4567,4568,Cool & Fresh Aloe Vera Soap,Beauty & Hygiene,Bath & Hand Wash,Lever Ayush,117.0,129.0,Bathing Bars & Soaps,4.3,"Ayush Cool & Fresh Aloe Vera Soap is formulated with 5000 years of Ayurvedic wisdom to give you clear and glowing skin. It contains the goodness of aloevera & lemongrass. Aloe Vera is prescribed in Ayurveda for its soothing and cooling properties. It hydrates the skin making it supple and radiant all through the summer. Lemongrass is an antibacterial herb that imparts freshness while protecting against infection-causing germs. The Ayush range of products has been carefully crafted with authentic recipes and processes prescribed in the ancient Granthas. Traditionally, Ayurvedic ingredients are consciously picked at a certain time of the day, when they are most potent to create extremely effective Ayurvedic solutions. Lever Ayush uses the most potent ingredients that are highly beneficial to the skin, hair & teeth. The goodness of ingredients like Turmeric (Haldi), Saffron (Kesar), Cow's ghee, Cardamom and Rock Salt have been used to formulate products that address our most worrying beauty problems.At Lever Ayush, we strive to make ancient Ayurvedic wisdom accessible to solve modern-day beauty problems. We believe that the solution to our beauty problems lies in the 5000-year-old Ayurvedic Granthas, that prescribe the way to solve these problems from the root. We work with one of the world’s premier Ayurvedic institutes, Arya Vaidya Pharmacy (AVP) to make products that use the right ingredients to make them unique and incredibly effective."
4575,4576,Protekt Health Soap,Beauty & Hygiene,Bath & Hand Wash,Godrej Protekt,221.0,260.0,Bathing Bars & Soaps,4.6,"Meet the Health Soap from brand Protekt. Keeping in line with the promise of the brand which is to protect, this soap protects you from 99.9% germs. In a brand new citrus fragrance, this soap will leave you refreshed and free of germs."
4686,4687,Bathing Soap - Honey & Cream,Beauty & Hygiene,Bath & Hand Wash,Himalaya,145.73,180.0,Bathing Bars & Soaps,4.2,"Himalaya Nourishing Soap developed with Milk cream that moisturises your skin and Honey that washes and maintains it soft and encouraged. The milk and honey content of the bathing bar refills your skin and add that shine to it. Renovating skins elasticity, Nourishing Cream and Honey Soap creates your skin supple and look younger. Honey acts as an outstanding antiseptic agent and avoids various skin infections.For Beauty tips, tricks & more visitÃ‚Â https://bigbasket.blog/"
4748,4749,Rose Water Soap,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,66.5,70.0,Bathing Bars & Soaps,4.2,Rosewater soap is rich in vitamins that are essential in maintaining the ph levels of the skin. Regular use of this soap keeps your skin feeling soft and rejuvenated in the most natural way.
4822,4823,Moisturising Cow's Ghee Soap,Beauty & Hygiene,Bath & Hand Wash,Lever Ayush,129.0,129.0,Bathing Bars & Soaps,4.3,"Lever Ayush Moisturising Cow's Ghee Soap is formulated with 5000 years of Ayurvedic wisdom to give you soft & smooth skin. It contains the goodness of Cow's Ghee & Pinda Tailam. Cow's Ghee is prescribed in Ayurveda to cure dry skin. Pinda Tailam is a concoction of ayurvedic herbs like manjistha, pure sesame oil to cure skin inflammation & help retain moisture in the skin. The Ayush range of products has been carefully crafted with authentic recipes and processes prescribed in the Ancient Granthas. Traditionally, Ayurvedic ingredients are consciously picked at a certain time of the day, when they are most potent to create extremely effective Ayurvedic solutions. Lever Ayush uses the most potent ingredients that are highly beneficial to the skin, hair & teeth. The goodness of ingredients like Turmeric (Haldi), Saffron (Kesar), Cow's Ghee, Cardamom and Rock Salt have been used to formulate products that address our most worrying beauty problems.At Lever Ayush, we strive to make ancient Ayurvedic wisdom accessible to solve modern-day beauty problems. We believe that the solution to our beauty problems lies in the 5000-year-old Ayurvedic Granthas, that prescribe the way to solve these problems from the root. We work with one of the world’s premier Ayurvedic institutes, Arya Vaidya Pharmacy (AVP) to make products that use the right ingredients to make them unique and incredibly effective."
4825,4826,Creme Care Soap - For Hands & Body,Beauty & Hygiene,Bath & Hand Wash,Nivea,54.0,54.0,Bathing Bars & Soaps,4.3,"Nivea soaps offer reliable cleansing abilities with the caring qualities you expect from Nivea. Natural care substances support your skin in keeping its moisture, day by day. With Nivea cream soap, enriched with valuable almond oil, mild skin ingredients and vitamin f your skin gets smooth and gentle care and is protected from drying out. For Beauty tips, tricks & more visit https://bigbasket.blog/"
5143,5144,Almond Oil Body Cleanser,Beauty & Hygiene,Bath & Hand Wash,BIOTIQUE,105.0,140.0,Bathing Bars & Soaps,4.6,"This clear soap is blended with nourishing almond, margosa and coconut oils, mixed with tumeric and wild turmeric, to gently wash away body impurities, without disturbing the skins natural pH balance. Recommended for sensitive body types.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
5262,5263,Bathing Soap - Glycerine,Beauty & Hygiene,Bath & Hand Wash,Margo,40.0,40.0,Bathing Bars & Soaps,4.3,"The new Margo Glycerine soap comes with the goodness of 1000 neem leaves and pure glycerine to deeply cleanse your skin without losing its natural moisture balance leaving your skin soft, clear and beautiful. Its nature-inspired long-lasting fragrance keeps you fresh all day long. Experience the ultimate combination of natural protection and care."
5423,5424,Coconut & Olive Oils Soap,Beauty & Hygiene,Bath & Hand Wash,Rexona,400.0,400.0,Bathing Bars & Soaps,5.0,"Get promising soft and silky skin with this bathing bar from Rexona. Enriched with the goodness of coconut oil and olive oil, this soap bar offers you an enchanting bathing experience like never before. When used daily, it leaves your skin feeling so silky and soft that not only will you fall in love with it, but even your husband will find excuses to pamper you again and again. One day he will want to help you with making the breakfast, on another day he will help you with the utensils, and of course, he will look forward to all the selfies on your vacation. Fall in love every day with yourself and revive the romance in your married life with Rexona. Rexona comes with the goodness of 100 naturally sourced coconut oil and olive oil. This soap reaches the deepest skin cells and hydrates it, leaving behind soft and supple skin. With a refreshing scent, this soap bar rejuvenates you after every bath and keeps you clean for hours after that. Now your favourite Rexona is available in a pack of 8. So, revive the romance, and feel 100% loved by your husband with Rexona every day. Go try our Rexona soap today!!!"
5463,5464,Sandal & Turmeric Soap - Super Saver Pack,Beauty & Hygiene,Bath & Hand Wash,Santoor,103.68,108.0,Bathing Bars & Soaps,4.3,"Santoor has grown from a traditional south Indian soap to a modern beauty soap that carries the secret of younger looking skin for women of different age groups. Sandal and Turmeric have been an essential part of Indian woman's skin care regimen for centuries. The deep acting ingredients of Turmeric and Sandal in the soap provide a smooth, soft and clear skin while also giving a youthful glow to the skin. It has fresh, energizing and a long-lasting fragrance. Its a great solution for problems such as blackhead, acne and skin allergies. It removes tanning, cures skin itching and detoxifies the skin."
5612,5613,Hypnotic Rose Soap Bar,Beauty & Hygiene,Bath & Hand Wash,Lux,28.0,28.0,Bathing Bars & Soaps,4.2,"Want to leave a lasting impression everywhere you go? Indulge in the LUX Hypnotic Rose Perfumed Bar Soap. Infused with premium perfume oils, the fragrant bar soap is the perfect body cleanser for women who want to be unforgettable. The complex fragrance blend of exotic Egyptian Rose and rich Musk Vanilla sings together in a ballad of decadence. Egyptian Rose is one of the most coveted fragrances in the world and its no wonder why - warm, extremely plush with a hint of honey, it is truly a scent to behold. On the skin, it lingers with a sensual edge. The opulence of Musk Vanilla turns up the heat on this hypnotic perfume, making it the fragrance du jour for a confidence boost. For a shower like no other, lather up a rich foam for a gentle yet thorough cleanse that leaves your skin irresistibly perfumed. Heading out? This is the long-lasting perfume to dance the night away or fall in love in. Rich yet subtle enough on the skin, it lends a warm floral fragrance that is just alluring and oh-so-glamorous. LUX Hypnotic Rose Perfumed Bar Soap brings to you long lasting fragrances that stay with you and make you unforgettable wherever you go. Buy Now!

Features and Benefits:
• Infused with premium perfume oils capturing notes of exotic flowers and precious Ingredients
• For women who want to be unforgettable
• Rich floriental sweetness of musk vanilla combined with the voluptuous scent of red roses
• Ultra feminine, glamorous and seductive
• Brings you long-lasting perfume to dance the night away or fall in love in
• Lather up a rich foam for a gentle yet thorough cleanse  For Beauty tips, tricks & more visitÃ‚ https://bigbasket.blog/"
5796,5797,Herbal Charcoal Soap,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,85.0,85.0,Bathing Bars & Soaps,4.4,"Khadi Natural Charcoal soap is perfect for deep cleaning and detoxifying the dead cells of the skin.Its usage helps in removing acne, blackheads and dead cells. Skin becomes tighter and firmer with its regular use, oil is balanced and helps in clearing skin blemishes. This soap also helps in reducing the pore size of the skin. The soap lightens and diminishes the appearance of scars and blemishes."
5811,5812,Perfumed Soap - Romantic,Beauty & Hygiene,Bath & Hand Wash,Enchanteur,147.0,147.0,Bathing Bars & Soaps,4.1,Experience the romance of roses and the rich creaminess of Enchanteur Romantic Bathing Bar.  Enjoy the bathing experience and feel the freshness throughout the day.
5911,5912,Almond Cream Beauty Bathing Bar,Beauty & Hygiene,Bath & Hand Wash,Dove,199.0,199.0,Bathing Bars & Soaps,4.5,"We all feel our best after a little pampering. A trip to the spa leaves us feeling refreshed, rejuvenated & ready to handle whatever the day throws at us. But did you know that you can enjoy that feeling every day by taking a few moments to pamper yourself? That’s why we’ve developed Dove Purely Pampering Almond Cream Beauty Bathing Bar, an indulgent Dove Almond bathing bar that with mild cleansers and ¼ moisturising cream alongside the comforting scent with hibiscus notes. The benefits of Almond Cream for skin have been well known for many years: its high concentration of vitamins means that it’s prized for its moisturizing properties. A shower experience that nourishes & pampers. Dove Almond Bathing Bar doesn’t dry your skin like ordinary soap can, this Purely Pampering Dove Almond Cream Beauty Bathing Bar is infused with Almond cream & Hibiscus scent. The formula nourishes skin with deep moisture as you cleanse, leaving it feeling silky smooth and softened. And the warm scent of hibiscus surrounds you as you use this Dove beauty bar, making you feel soothed and pampered leaving you in a beautiful state of mind. The Almond Cream with Hibiscus scent is luxurious. Caring for yourself never felt so good."
